"ticker","calibration_cohort","review_category","decision","decision_reason","review_owner","reviewed_at","expires_at","active","allow_portfolio_candidate_override","max_position_weight_override","source_reference","next_review_at"
"OWLT","capital_equipment_procedure_platforms","all","watchlist","Owlet remains watchlist as a consumer-direct monitoring platform with research-tier template, market-cap, liquidity, and technical constraints","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=MICRO_CAP_COHORT_RESTRICTION",
"STIM","capital_equipment_procedure_platforms","all","reject","Neuronetics excluded for specialized TMS platform concentration risk plus template denylist, micro-cap pressure, and technical safety failures","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=SINGLE_PRODUCT_BINARY_RISK",
"CATX","emerging_single_product_therapeutic_platforms","all","reject","Perspective Therapeutics excluded for alpha-radiopharmaceutical single-product pipeline volatility, binary risk, market-cap, and technical failures","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=SINGLE_PRODUCT_BINARY_RISK",
"SOLV","hospital_supplies_surgical_consumables_oem","all","watchlist","Solventum remains watchlist; 3M healthcare spin-off quality is recognized but current model still fails fundamental and valuation safety gates","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=FUNDAMENTAL_VALUATION_GATE_FAIL",
"RGEN","life_science_tools_research_instruments","all","watchlist","Repligen remains watchlist pending bioprocessing inventory drawdown recovery and fundamental/valuation safety repair","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=CYCLICAL_BIOTECH_SLOWDOWN",
"MYGN","diagnostics_clinical_tests","all","watchlist","Myriad Genetics remains watchlist pending hereditary oncology diagnostics technical repair and durable-growth safety validation","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=TECHNICAL_BREAKDOWN_HOLD",
"PDEX","hospital_supplies_surgical_consumables_oem","all","reject","Pro-Dex excluded for micro-cap component-manufacturing liquidity constraints plus FDA event-risk, market-cap, and technical safety failures","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=MICRO_CAP_LIQUIDITY_FAIL",
"RDNT","healthcare_services_cro_lab_services","all","watchlist","RadNet remains watchlist while outpatient imaging center margins, valuation, and technical trend stabilize","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=TRANSIENT_RATIO_DEVIATION",
"GKOS","elective_vision_dental_aesthetic_devices","all","watchlist","Glaukos remains watchlist as an ophthalmic MIGS growth platform held by template ineligibility plus fundamental and valuation failures","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=EMERGING_GROWTH_RESTRICTION",
"WST","hospital_supplies_surgical_consumables_oem","all","watchlist","West Pharma remains watchlist; defensive injectable component franchise is recognized but current model still fails fundamental and valuation safety gates","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=FUNDAMENTAL_VALUATION_GATE_FAIL",
"AXGN","hospital_supplies_surgical_consumables_oem","all","watchlist","Axogen remains watchlist pending peripheral nerve repair matrix cohort alignment and fundamental/valuation repair","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=COHORT_ALIGNMENT_REVIEW",
"VREX","capital_equipment_procedure_platforms","all","watchlist","Varex Imaging remains watchlist due component B2B research-tier template restriction, cohort denylist, and market-cap safety pressure","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=MICRO_CAP_COHORT_RESTRICTION",
"SHC","healthcare_services_cro_lab_services","all","watchlist","Sotera Health remains watchlist while sterilization services leverage and valuation ratios normalize","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=TRANSIENT_RATIO_DEVIATION",
"EMBC","home_chronic_care_devices_dme_drug_delivery","all","watchlist","Embecta remains watchlist due diabetes-care spin-off market-cap restriction, home-care template ineligibility, and technical safety pressure","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=MICRO_CAP_COHORT_RESTRICTION",
"PLSE","emerging_single_product_therapeutic_platforms","all","reject","Pulse Biosciences excluded for cellular electro-vaporization single-device volatility plus fundamental and valuation failures","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=SINGLE_PRODUCT_BINARY_RISK",
"MBOT","emerging_single_product_therapeutic_platforms","all","reject","Microbot Medical excluded for extreme micro-cap endovascular robotics liquidity risk plus binary single-product and technical failures","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=MICRO_CAP_LIQUIDITY_FAIL",
"OPK","healthcare_services_cro_lab_services","all","watchlist","OPKO Health remains watchlist pending BioReference clinical lab restructuring and fundamental quality repair","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=TRANSIENT_RATIO_DEVIATION",
"ELMD","home_chronic_care_devices_dme_drug_delivery","all","watchlist","Electromed remains watchlist due airway-clearance HME sub-500M market cap, weak liquidity, and home-care template restriction","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=MICRO_CAP_COHORT_RESTRICTION",
"NPCE","implantable_interventional_devices_direct_payment","all","watchlist","NeuroPace remains watchlist pending implantable RNS platform cohort alignment and fundamental/valuation repair","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=COHORT_ALIGNMENT_REVIEW",
"TLSI","emerging_single_product_therapeutic_platforms","all","reject","TriSalus excluded for TriNav single-product focus, binary risk, market-cap/liquidity failures, and technical breakdown","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=SINGLE_PRODUCT_BINARY_RISK",
"CTKB","life_science_tools_research_instruments","all","watchlist","Cytek Biosciences remains watchlist pending cell-analysis flow cytometry technical stabilization and fundamental repair","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=TECHNICAL_BREAKDOWN_HOLD",
"FEED","hospital_supplies_surgical_consumables_oem","all","reject","ENvue Medical excluded for fundamental, valuation, value-trap, micro-cap, liquidity, and technical safety failures","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=VALUE_TRAP_CONFIRMED",
"NEOG","diagnostics_clinical_tests","all","watchlist","Neogen remains watchlist pending veterinary and food-safety genomics integration tracking and durable-growth/valuation repair","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=VALUATION_GROWTH_MISMATCH",
"KIDS","orthopedics_spine_sports_implants","all","reject","OrthoPediatrics excluded due pediatric spine/orthopedics operating ratio deterioration and fundamental/valuation safety failures","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=FUNDAMENTAL_MARGIN_EROSION",
"PACB","life_science_tools_research_instruments","all","reject","Pacific Biosciences excluded for heavy cash burn, value-trap profile, prolonged technical breakdown, and fundamental/valuation failures","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=VALUE_TRAP_CONFIRMED",
"TWST","life_science_tools_research_instruments","all","watchlist","Twist Bioscience remains watchlist while synthetic DNA growth path to profitability and fundamental/valuation quality are monitored","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=CASH_BURN_RATE_HIGH",
"BLFS","life_science_tools_research_instruments","all","watchlist","BioLife Solutions remains watchlist due biopreservation media premium valuation sleeve and price-confirmation requirement","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=VALUATION_SLEEVE_PREMIUM",
"TMCI","orthopedics_spine_sports_implants","all","reject","Treace Medical excluded due FDA event-risk pressure, market-cap and technical failures, and Lapiplasty instrument safety concerns","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=FDA_CLASS_II_RECALL",
"SGHT","elective_vision_dental_aesthetic_devices","all","reject","Sight Sciences excluded for OMNI/MIGS platform concentration, template ineligibility, market-cap/liquidity failures, and technical breakdown","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=SINGLE_PRODUCT_BINARY_RISK",
"QTRX","life_science_tools_research_instruments","all","watchlist","Quanterix remains watchlist pending digital immunoassay technical stabilization and value-trap/micro-cap safety repair","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=TECHNICAL_BREAKDOWN_HOLD",
"BLCO","elective_vision_dental_aesthetic_devices","all","reject","Bausch + Lomb excluded due elective vision template ineligibility, debt/valuation pressure, FDA event-risk pressure, and technical breakdown","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=LONG_TERM_TREND_BREAKDOWN",
"GCTK","emerging_single_product_therapeutic_platforms","all","reject","GlucoTrack excluded for emerging glucose-monitoring single-product risk plus micro-cap, valuation, and technical safety failures","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=MICRO_CAP_LIQUIDITY_FAIL",
"XWEL","healthcare_services_cro_lab_services","all","reject","XWELL excluded because non-core wellness/retail footprint fails medtech asset quality, value-trap, micro-cap, liquidity, and technical gates","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=VALUE_TRAP_CONFIRMED",
"COO","elective_vision_dental_aesthetic_devices","all","watchlist","Cooper Companies remains watchlist due elective vision/women health template ineligibility and premium valuation safety pressure","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=VALUATION_SLEEVE_PREMIUM",
"ALGN","elective_vision_dental_aesthetic_devices","all","watchlist","Align Technology remains watchlist due elective aligner template ineligibility and consumer-volume pullback risk","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=EMERGING_GROWTH_RESTRICTION",
"WRBY","elective_vision_dental_aesthetic_devices","all","watchlist","Warby Parker remains watchlist due direct-consumer optical retail scaling risk, template ineligibility, and valuation safety pressure","portfolio_risk_review","2026-06-26","2026-08-25","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=EMERGING_GROWTH_RESTRICTION",
"LAB","life_science_tools_research_instruments","all","reject","Standard BioTools excluded for prolonged cash burn, integration breakdown, value-trap profile, and technical safety failure","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=VALUE_TRAP_CONFIRMED",
"MASS","life_science_tools_research_instruments","all","reject","908 Devices excluded for desktop mass-spectrometry operating ratio deterioration and fundamental/valuation failures","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=FUNDAMENTAL_MARGIN_EROSION",
"IMDX","diagnostics_clinical_tests","all","reject","Insight Molecular Diagnostics excluded for diagnostic clinical-test micro-cap liquidity, market-cap, valuation, and technical safety failures","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=MICRO_CAP_LIQUIDITY_FAIL",
"AVR","implantable_interventional_devices_direct_payment","all","reject","Anteris Technologies excluded for investigational structural-heart single-product risk plus fundamental, valuation, and value-trap failures","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=SINGLE_PRODUCT_VALUE_TRAP_RISK",
"QSI","life_science_tools_research_instruments","all","reject","Quantum-Si excluded for semiconductor-chip protein sequencing cash burn, value-trap profile, market-cap pressure, and technical failure","portfolio_risk_review","2026-06-26","2026-09-24","true","false","","phase1_p2_batch3_review_2026-06-26; reason_code=VALUE_TRAP_CONFIRMED",
"ILMN","life_science_tools_research_instruments","all","watchlist","Valuation score is 0.29 below the Tier-1 safety minimum while safe-core and cohort percentiles remain strong; monitor the boundary and validate hysteresis out of sample before changing production gates","portfolio_risk_review","2026-07-23","2026-09-21","true","false","","p3_review_2026-07-23; reason_code=VALUATION_BOUNDARY_HYSTERESIS_RESEARCH; no_portfolio_override",
"LIVN","implantable_interventional_devices_direct_payment","all","defer","FDA event-family deduplication reduced the 36-month recall count from 10 product records to 4 event families and event risk below the hard cap, but restricted cohort status, composite below 60, safe-core below 62, and weak technical trend remain","portfolio_risk_review","2026-07-23","2026-08-22","true","false","","p3_review_2026-07-23; reason_code=RESTRICTED_COHORT_LOW_SCORE_TECHNICAL_HOLD; no_portfolio_override",
"ABT","implantable_interventional_devices_direct_payment","manual_review_regulatory_risk","data_fix_needed","FDA risk is saturated by diversified-company MDR volume; verify product attribution, event-family deduplication, causality, and revenue/category normalization before clearing the risk review","fda_event_risk_review","2026-07-23","2026-07-24","true","false","","review_update_2026-07-23; reason_code=DIVERSIFIED_FDA_DENOMINATOR_REVIEW; no_portfolio_override",
"ABT","implantable_interventional_devices_direct_payment","manual_review_regulatory_risk","data_fix_needed","Product-family mapping and exposure QA pass, but both raw and product-family shadow FDA event risk remain 100 and the 60-day and 120-day OOS windows have no mature observations; retain exclusion until both horizons satisfy support, IC, and monotonicity guardrails","fda_event_risk_review","2026-07-24","2027-03-31","true","false","","abt_product_family_shadow_validation_2026-07-24; reason_code=OOS_VALIDATION_PENDING; no_portfolio_override",
"RXST","elective_vision_dental_aesthetic_devices","all","data_fix_needed","Twelve injury MDRs with no recalls or deaths produce a disproportionate FDA risk score; audit MAUDE attribution, deduplication, and minimum denominator-floor behavior","fda_event_risk_review","2026-07-23","2026-08-13","true","false","","review_update_2026-07-23; reason_code=SMALL_COMPANY_FDA_DENOMINATOR_REVIEW; no_portfolio_override; superseded=2026-08-13; resolution=canonical_linkage_and_exposure_review_complete",
"XRAY","elective_vision_dental_aesthetic_devices","manual_review_regulatory_risk","data_fix_needed","Hard-red death and injury MDR evidence requires legal-entity attribution, report deduplication, event-date, product-status, and causality verification; convert to reject if confirmed","fda_event_risk_review","2026-07-23","2026-08-12","true","false","","review_update_2026-07-23; reason_code=HARD_RED_CAUSALITY_VERIFICATION; no_portfolio_override; closed_by_review_2026-08-13","2026-08-12"
"BSX","implantable_interventional_devices_direct_payment","manual_review_regulatory_risk","watchlist","Eleven open Class I event families require status, product-line materiality, and structural event-family verification before regulatory promotion","fda_event_risk_review","2026-07-23","2026-09-21","true","false","","review_update_2026-07-23; reason_code=OPEN_CLASS_I_EVENT_FAMILY_REVIEW; no_portfolio_override",
"GEHC","capital_equipment_procedure_platforms","manual_review_regulatory_risk","watchlist","Six open Class I families with no deaths require firmware/software correction clustering and product-family materiality review","fda_event_risk_review","2026-07-23","2026-09-21","true","false","","review_update_2026-07-23; reason_code=SOFTWARE_CORRECTION_FAMILY_REVIEW; no_portfolio_override",
"ICUI","hospital_supplies_surgical_consumables_oem","manual_review_regulatory_risk","watchlist","Infusion-system event volume requires hospital-report deduplication, product-variant consolidation, and open-recall status validation","fda_event_risk_review","2026-07-23","2026-09-21","true","false","","review_update_2026-07-23; reason_code=INFUSION_EVENT_DUPLICATION_REVIEW; no_portfolio_override",
"ISRG","capital_equipment_procedure_platforms","all","watchlist","One open Class I family and four death MDRs require surgical causal-attribution and event-family materiality review","fda_event_risk_review","2026-07-23","2026-09-21","true","false","","review_update_2026-07-23; reason_code=SURGICAL_CAUSAL_ATTRIBUTION_REVIEW; no_portfolio_override",
"TCMD","home_chronic_care_devices_dme_drug_delivery","all","defer","FDA-clean profile remains blocked by template eligibility, product concentration, and DME payer sensitivity; defer pending home-care cohort calibration and reimbursement-concentration validation","portfolio_risk_review","2026-07-23","2026-08-22","true","false","","review_update_2026-07-23; reason_code=COHORT_TEMPLATE_DME_SENSITIVITY_REVIEW; no_portfolio_override",
"TCMD","home_chronic_care_devices_dme_drug_delivery","all","defer","Research-only: safe-core and Tier-1 cohort eligibility fail. CMS NCD 280.6 coverage is documentation-sensitive, and the July 14 DOJ FCA settlement involving Medicare claims for Entre and Flexitouch strengthens the name-level reimbursement-integrity risk; no portfolio override.","portfolio_risk_review","2026-07-24","2026-08-22","true","false","","https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?NCDId=225; https://www.justice.gov/usao-ma/pr/medical-device-company-pay-over-550000-resolve-false-claims-act-allegations; reason_code=NAME_AND_COHORT_DME_SENSITIVITY_REVIEW",
"DXCM","home_chronic_care_devices_dme_drug_delivery","all","defer","Post-market event-risk review, not a pre-market clearance failure: three open Class I families (event IDs 96743, 97262, and 97607), 56 FDA-confirmed injuries and zero deaths for receiver family 96743 versus 129 raw unverified death/injury MDR signals, and the open March 4, 2025 warning letter. Re-review recall remediation, causal attribution, warning-letter status, and any new Class I family; no portfolio override.","fda_event_risk_review","2026-07-24","2026-08-23","true","false","","https://www.fda.gov/medical-devices/medical-device-recalls-and-early-alerts/continuous-glucose-monitor-receiver-recall-dexcom-inc-removes-certain-dexcom-g6-g7-one-and-one; https://www.fda.gov/medical-devices/medical-device-recalls-and-early-alerts/continuous-glucose-monitor-apps-correction-dexcom-inc-issues-correction-g7-apps-and-one-apps-due; https://www.fda.gov/medical-devices/medical-device-recalls-and-early-alerts/continuous-glucose-monitoring-software-correction-dexcom-issues-correction-dexcom-g6-and-g6-pro; https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dexcom-inc-700835-03042025; reason_code=POSTMARKET_EVENT_RISK_ATTRIBUTION_REVIEW",""
"RMD","home_chronic_care_devices_dme_drug_delivery","all","watchlist","Post-market event-risk watchlist, not a pre-market clearance failure: magnet-mask event 93499 (Z-0536-2024 through Z-0542-2024; six injuries, zero deaths; labeling, contraindication, and replacement remedy) and Astral power-loss event 93122 (Z-0111-2024; open), plus the July 15, 2026 Astral main-board early alert and an independent technical breakdown. Escalate to defer for a new Class I family, growing confirmed injuries, or persistent technical deterioration; de-escalate only after recall closure and technical repair. No portfolio override.","fda_event_risk_review","2026-07-24","","true","false","","https://www.fda.gov/medical-devices/safety-communications/certain-resmed-ltd-masks-bipap-cpap-machines-recalled-due-safety-issue-magnets-may-affect-certain; https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=203491; https://www.fda.gov/medical-devices/medical-device-recalls-and-early-alerts/early-alert-ventilator-issue-resmed; reason_code=POSTMARKET_EVENT_RISK_WATCHLIST","2026-08-24"
"CERS","hospital_supplies_surgical_consumables_oem","manual_review_regulatory_risk","data_fix_needed","INTERCEPT is a directly regulated blood-processing system; complete sponsor, biologics approval, product-code, recall, and adverse-event linkage","fda_footprint_review","2026-07-23","2026-08-10","true","false","","review_update_2026-07-23; reason_code=DIRECT_REGULATED_PRODUCT_MAPPING; no_ldt_exemption",
"CODX","diagnostics_clinical_tests","manual_review_regulatory_risk","data_fix_needed","Physical molecular diagnostic kits and reagents require verified EUA, product-code, recall, and adverse-event linkage; no LDT exemption applies","fda_footprint_review","2026-07-23","2026-08-13","true","false","","review_update_2026-07-23; reason_code=DIRECT_REGULATED_PRODUCT_MAPPING; no_ldt_exemption; superseded=2026-08-13; resolution=incorrect_OUJ_evidence_rejected",
"OSUR","diagnostics_clinical_tests","manual_review_regulatory_risk","data_fix_needed","Physical collection devices and diagnostic kits require verified PMA, 510(k), recall, and adverse-event linkage; no LDT exemption applies","fda_footprint_review","2026-07-23","2026-08-10","true","false","","review_update_2026-07-23; reason_code=DIRECT_REGULATED_PRODUCT_MAPPING; no_ldt_exemption",
"VCYT","diagnostics_clinical_tests","manual_review_regulatory_risk","watchlist","Current U.S. Prosigna is a centralized LDT; legacy K130010/NYI/NSU remains dormant and must not create an active distributed-device footprint","fda_footprint_review","2026-07-24","2026-09-22","true","false","","review_update_2026-07-24; reason_code=LDT_WITH_DORMANT_LEGACY_CLEARANCE; no_portfolio_override",
"WGS","diagnostics_clinical_tests","manual_review_regulatory_risk","watchlist","GeneDx reimbursement evidence now uses the combined exome/genome proband and comparator code set; retain monitoring while product mix migrates toward genome","reimbursement_review","2026-07-24","2026-09-22","true","false","","review_update_2026-07-24; reason_code=EXOME_GENOME_MIX_MONITORING; no_portfolio_override",
"VNRX","diagnostics_clinical_tests","manual_review_regulatory_risk","defer","Commercial Nu.Q activity is veterinary and licensing driven while U.S. human applications remain pre-commercial with no authoritative CPT, PLA, CLFS, or MAC billing code","reimbursement_review","2026-07-24","2026-08-23","true","false","","review_update_2026-07-24; reason_code=VETERINARY_COMMERCIAL_HUMAN_PRECOMMERCIAL; no_portfolio_override",
"ADPT","diagnostics_clinical_tests","all","data_fix_needed","Correct FDA identifiers confirmed: DEN170080 and K200009/QDC; false DEN190035 excluded. Re-gate on fundamentals; no override.","portfolio_safety_review","2026-08-04","2026-08-10","true","false","","confirmed_review_results_2026-08-04","2026-08-10"
"MDAI","capital_equipment_procedure_platforms","all","data_fix_needed","Correct DeepView De Novo DEN250028/SHY confirmed; false DEN230015 excluded. Remains excluded on liquidity/pre-commercial status.","portfolio_safety_review","2026-08-04","2026-08-10","true","false","","confirmed_review_results_2026-08-04","2026-08-10"
"BDSX","diagnostics_clinical_tests","all","data_fix_needed","Verify LDT reimbursement classification and assay-specific Nodify evidence; re-gate after correction, with watchlist expected.","portfolio_safety_review","2026-08-04","2026-08-10","true","false","","confirmed_review_results_2026-08-04","2026-08-10"
"BIAF","diagnostics_clinical_tests","all","reject","Hard listing/liquidity block: sub-$1 Nasdaq delisting notice and appeal; reimbursement review is moot.","portfolio_safety_review","2026-08-04","2026-11-02","true","false","","confirmed_review_results_2026-08-04","2026-11-02"
"CSTL","diagnostics_clinical_tests","all","data_fix_needed","Verify DecisionDx-Melanoma reimbursement class, CPT 81529, and MolDX coverage; re-gate after correction, with watchlist expected.","portfolio_safety_review","2026-08-04","2026-08-10","true","false","","confirmed_review_results_2026-08-04","2026-08-10"
"NEO","diagnostics_clinical_tests","all","data_fix_needed","Verify oncology clinical-lab, CLFS/MolDX classification and coverage; re-gate after correction, with watchlist expected.","portfolio_safety_review","2026-08-04","2026-08-10","true","false","","confirmed_review_results_2026-08-04","2026-08-10"
"PSNL","diagnostics_clinical_tests","all","data_fix_needed","Verify NeXT Personal LDT/MolDX indications and coverage; re-gate after correction, with watchlist expected.","portfolio_safety_review","2026-08-04","2026-08-10","true","false","","confirmed_review_results_2026-08-04","2026-08-10"
"VNRX","diagnostics_clinical_tests","all","reject","Hard listing/liquidity block: NYSE American continued-listing deficiency, compliance plan, and going-concern risk.","portfolio_safety_review","2026-08-04","2026-11-02","true","false","","confirmed_review_results_2026-08-04","2026-11-02"
"XGN","diagnostics_clinical_tests","all","data_fix_needed","Verify AVISE immunoassay reimbursement/classification; re-gate after correction, with watchlist expected.","portfolio_safety_review","2026-08-04","2026-08-10","true","false","","confirmed_review_results_2026-08-04","2026-08-10"
"ENOV","orthopedics_spine_sports_implants","all","data_fix_needed","Reconcile stale decision category with current Enovis orthopedic-device safety classification, then re-gate.","portfolio_safety_review","2026-08-04","2026-08-10","true","false","","confirmed_review_results_2026-08-04","2026-08-10"
"ITGR","hospital_supplies_surgical_consumables_oem","all","data_fix_needed","Reconcile stale category for the B2B OEM component manufacturer, then re-gate.","portfolio_safety_review","2026-08-04","2026-08-10","true","false","","confirmed_review_results_2026-08-04","2026-08-10"
"QDEL","diagnostics_clinical_tests","all","data_fix_needed","Reconcile stale category for QuidelOrtho diagnostics, then re-gate; watchlist expected if leverage and margin gates remain.","portfolio_safety_review","2026-08-04","2026-08-10","true","false","","confirmed_review_results_2026-08-04","2026-08-10"
"GRAL","diagnostics_clinical_tests","all","defer","Galleri PMA is filed but unapproved and reimbursement-dependent; defer pending FDA outcome; no override.","portfolio_safety_review","2026-08-04","2026-09-03","true","false","","confirmed_review_results_2026-08-04","2026-09-03"
"WGS","diagnostics_clinical_tests","all","data_fix_needed","Remove the over-harsh binary-risk taxonomy for profitable exome/genome diagnostics; then watchlist for residual LDT overhang.","portfolio_safety_review","2026-08-04","2026-08-10","true","false","","confirmed_review_results_2026-08-04","2026-08-10"
"LH","healthcare_services_cro_lab_services","all","approve","Approve only if fundamental gates remain valid; no hard FDA, listing, liquidity, or confirmed regulatory-risk block; no override.","portfolio_safety_review","2026-08-04","2026-09-03","true","false","","confirmed_review_results_2026-08-04","2026-09-03"
"ATRC","implantable_interventional_devices_direct_payment","all","reject","Normal fundamental and valuation gate failure; FDA-cleared and liquid; no data fix warranted.","portfolio_safety_review","2026-08-04","2026-11-02","true","false","","confirmed_review_results_2026-08-04","2026-11-02"
"A","life_science_tools_research_instruments","all","reject","Normal model, cohort, and valuation gate failure; no data defect warrants an override.","portfolio_safety_review","2026-08-04","2026-11-02","true","false","","confirmed_review_results_2026-08-04","2026-11-02"
"ADPT","diagnostics_clinical_tests","all","watchlist","FDA footprint correction is complete: DEN170080 and K200009/QDC are recorded and unrelated DEN190035 is excluded. Retain watchlist status under normal fundamental and valuation gates; no override.","portfolio_safety_review","2026-08-10","2026-10-09","true","false","","technical_data_fix_closure_2026-08-10; reason_code=FDA_IDENTIFIER_FIX_COMPLETE","2026-10-09"
"MDAI","capital_equipment_procedure_platforms","all","watchlist","DeepView DEN250028/SHY is recorded and unrelated DEN230015 is excluded. The data fix is closed, while liquidity, capitalization, pre-commercial, and cohort restrictions remain fully active; no override.","portfolio_safety_review","2026-08-10","2026-10-09","true","false","","technical_data_fix_closure_2026-08-10; reason_code=FDA_IDENTIFIER_FIX_COMPLETE","2026-10-09"
"BDSX","diagnostics_clinical_tests","all","watchlist","Centralized CLIA/LDT routing and assay-specific Nodify XL2 PLA 0080U evidence are recorded. Re-gate under normal fundamental, liquidity, and safety policy; no override.","portfolio_safety_review","2026-08-10","2026-10-09","true","false","","technical_data_fix_closure_2026-08-10; reason_code=LDT_REIMBURSEMENT_FIX_COMPLETE","2026-10-09"
"CSTL","diagnostics_clinical_tests","all","watchlist","Centralized CLIA/LDT routing, DecisionDx-Melanoma CPT 81529, and indication-specific MolDX coverage are recorded. Commercial payer variability and normal model gates remain active; no override.","portfolio_safety_review","2026-08-10","2026-10-09","true","false","","technical_data_fix_closure_2026-08-10; reason_code=LDT_REIMBURSEMENT_FIX_COMPLETE","2026-10-09"
"NEO","diagnostics_clinical_tests","all","watchlist","Oncology laboratory-services classification and CLFS/MolDX reimbursement routing are recorded. Re-gate under normal profitability, valuation, and safety policy; no override.","portfolio_safety_review","2026-08-10","2026-10-09","true","false","","technical_data_fix_closure_2026-08-10; reason_code=LAB_SERVICES_REIMBURSEMENT_FIX_COMPLETE","2026-10-09"
"PSNL","diagnostics_clinical_tests","all","watchlist","Centralized CLIA/LDT routing and NeXT Personal indication-specific MolDX coverage using 81479 with a DEX Z-Code are recorded. Normal model gates remain active; no override.","portfolio_safety_review","2026-08-10","2026-10-09","true","false","","technical_data_fix_closure_2026-08-10; reason_code=LDT_REIMBURSEMENT_FIX_COMPLETE","2026-10-09"
"XGN","diagnostics_clinical_tests","all","watchlist","AVISE Lupus is correctly routed as a centralized immunoassay with PLA 0312U and MAC pricing, without treating pricing as broad coverage. Normal liquidity and safety gates remain active; no override.","portfolio_safety_review","2026-08-10","2026-10-09","true","false","","technical_data_fix_closure_2026-08-10; reason_code=IMMUNOASSAY_REIMBURSEMENT_FIX_COMPLETE","2026-10-09"
