registry_key,metric_key,regime_block,source_name,source_dataset,source_series_id,ref_area,frequency,seasonal_adjustment,units,vintage_policy,update_cadence,history_start_date,revision_window_days,source_priority,worker_hint,enabled,source_params_json,notes
deu_bci_oecd_sdmx,deu_bci,growth_lead,oecd_sdmx,DSD_STES@DF_CLI,DEU.M.BCICP.IX._Z.AA.IX._Z.H,DEU,monthly,amplitude_adjusted,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 business-confidence indicator via validated OECD CLI-family key. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Germany BIS effective rates for competitiveness, with the full validated OECD local macro pack."
deu_cci_oecd_sdmx,deu_cci,growth_lead,oecd_sdmx,DSD_STES@DF_CLI,DEU.M.CCICP.IX._Z.AA.IX._Z.H,DEU,monthly,amplitude_adjusted,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 consumer-confidence indicator via validated OECD CLI-family key. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Germany BIS effective rates for competitiveness, with the full validated OECD local macro pack."
deu_headline_cpi_oecd_sdmx,deu_headline_cpi,inflation_now,oecd_sdmx,DSD_PRICES@DF_PRICES_ALL,DEU.M.N.CPI.IX._T.N._Z,DEU,monthly,nsa,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.TPS""}","Tier 1 inflation block uses headline CPI where validated in OECD. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Germany BIS effective rates for competitiveness, with the full validated OECD local macro pack."
deu_core_cpi_ex_food_energy_oecd_sdmx,deu_core_cpi_ex_food_energy,inflation_now,oecd_sdmx,DSD_PRICES@DF_PRICES_N_TXCP01_NRG,DEU.M.N.CPI.PA._TXCP01_NRG.N.GY,DEU,monthly,nsa,percent,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.TPS""}","Tier 1 uses exact OECD core CPI only for full-pack countries where the validated definition exists. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Germany BIS effective rates for competitiveness, with the full validated OECD local macro pack."
deu_industrial_production_oecd_sdmx,deu_industrial_production,growth_now,oecd_sdmx,DSD_KEI@DF_KEI,DEU.M.PRVM.IX.BTE.Y._Z,DEU,monthly,sa,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 hard-activity block uses OECD industrial production where validated. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Germany BIS effective rates for competitiveness, with the full validated OECD local macro pack."
deu_short_term_rate_oecd_sdmx,deu_short_term_rate,growth_now,oecd_sdmx,DSD_STES@DF_FINMARK,DEU.M.IR3TIB.PA._Z._Z._Z._Z.N,DEU,monthly,nsa,percent,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 local-rates block uses validated OECD FINMARK short-rate keys. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Germany BIS effective rates for competitiveness, with the full validated OECD local macro pack."
deu_long_term_yield_oecd_sdmx,deu_long_term_yield,growth_now,oecd_sdmx,DSD_STES@DF_FINMARK,DEU.M.IRLT.PA._Z._Z._Z._Z.N,DEU,monthly,nsa,percent,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 local-rates block uses validated OECD FINMARK long-yield keys. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Germany BIS effective rates for competitiveness, with the full validated OECD local macro pack."
deu_unemployment_rate_oecd_sdmx,deu_unemployment_rate,growth_now,oecd_sdmx,DSD_LFS@DF_IALFS_UNE_M,DEU.UNE_LF_M.PT_LF_SUB._Z.Y._T.Y_GE15._Z.M,DEU,monthly,sa,percent,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.TPS""}","Tier 1 labor confirmation uses OECD unemployment only for full-pack countries. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Germany BIS effective rates for competitiveness, with the full validated OECD local macro pack."
deu_real_gdp_growth_oecd_sdmx,deu_real_gdp_growth,growth_now,oecd_sdmx,DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD,Q.Y.DEU.S1.S1.B1GQ._Z._Z._Z.PC.L.G1.T0102,DEU,quarterly,sa,percent,retrieval_snapshot,quarterly,2000-01-01,120,1,1,1,"{""agency_id"":""OECD.SDD.NAD""}","Tier 1 context block uses validated OECD real GDP growth where available. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Germany BIS effective rates for competitiveness, with the full validated OECD local macro pack."
deu_fx_usd_fred_alfred,deu_fx_usd,external_shock,fred_alfred,fred,DEXUSEU,DEU,daily,nsa,u.s. dollars per euro,none,daily,2000-01-01,30,1,1,1,{},"Tier 1 external-shock block uses a FRED H.10 spot FX proxy versus USD. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Germany BIS effective rates for competitiveness, with the full validated OECD local macro pack."
deu_neer_fred_alfred,deu_neer,external_shock,fred_alfred,fred,NBDEBIS,DEU,monthly,nsa,index 2020=100,none,monthly,2000-01-01,60,1,1,1,{},"Tier 1 external-shock block uses a BIS nominal effective exchange-rate series carried in FRED. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Germany BIS effective rates for competitiveness, with the full validated OECD local macro pack."
deu_reer_fred_alfred,deu_reer,external_shock,fred_alfred,fred,RBDEBIS,DEU,monthly,nsa,index 2020=100,none,monthly,2000-01-01,60,1,1,1,{},"Tier 1 external-shock block uses a BIS real effective exchange-rate series carried in FRED. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Germany BIS effective rates for competitiveness, with the full validated OECD local macro pack."
ita_cli_oecd_sdmx,ita_cli,growth_lead,oecd_sdmx,DSD_STES@DF_CLI,ITA.M.LI.IX._Z.AA.IX._Z.H,ITA,monthly,amplitude_adjusted,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 local leading indicator via validated OECD CLI key. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Italy BIS effective rates for competitiveness, with the full validated OECD local macro pack."
ita_bci_oecd_sdmx,ita_bci,growth_lead,oecd_sdmx,DSD_STES@DF_CLI,ITA.M.BCICP.IX._Z.AA.IX._Z.H,ITA,monthly,amplitude_adjusted,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 business-confidence indicator via validated OECD CLI-family key. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Italy BIS effective rates for competitiveness, with the full validated OECD local macro pack."
ita_cci_oecd_sdmx,ita_cci,growth_lead,oecd_sdmx,DSD_STES@DF_CLI,ITA.M.CCICP.IX._Z.AA.IX._Z.H,ITA,monthly,amplitude_adjusted,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 consumer-confidence indicator via validated OECD CLI-family key. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Italy BIS effective rates for competitiveness, with the full validated OECD local macro pack."
ita_headline_cpi_oecd_sdmx,ita_headline_cpi,inflation_now,oecd_sdmx,DSD_PRICES@DF_PRICES_ALL,ITA.M.N.CPI.IX._T.N._Z,ITA,monthly,nsa,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.TPS""}","Tier 1 inflation block uses headline CPI where validated in OECD. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Italy BIS effective rates for competitiveness, with the full validated OECD local macro pack."
ita_core_cpi_ex_food_energy_oecd_sdmx,ita_core_cpi_ex_food_energy,inflation_now,oecd_sdmx,DSD_PRICES@DF_PRICES_N_TXCP01_NRG,ITA.M.N.CPI.PA._TXCP01_NRG.N.GY,ITA,monthly,nsa,percent,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.TPS""}","Tier 1 uses exact OECD core CPI only for full-pack countries where the validated definition exists. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Italy BIS effective rates for competitiveness, with the full validated OECD local macro pack."
ita_industrial_production_oecd_sdmx,ita_industrial_production,growth_now,oecd_sdmx,DSD_KEI@DF_KEI,ITA.M.PRVM.IX.BTE.Y._Z,ITA,monthly,sa,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 hard-activity block uses OECD industrial production where validated. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Italy BIS effective rates for competitiveness, with the full validated OECD local macro pack."
ita_short_term_rate_oecd_sdmx,ita_short_term_rate,growth_now,oecd_sdmx,DSD_STES@DF_FINMARK,ITA.M.IR3TIB.PA._Z._Z._Z._Z.N,ITA,monthly,nsa,percent,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 local-rates block uses validated OECD FINMARK short-rate keys. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Italy BIS effective rates for competitiveness, with the full validated OECD local macro pack."
ita_long_term_yield_oecd_sdmx,ita_long_term_yield,growth_now,oecd_sdmx,DSD_STES@DF_FINMARK,ITA.M.IRLT.PA._Z._Z._Z._Z.N,ITA,monthly,nsa,percent,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 local-rates block uses validated OECD FINMARK long-yield keys. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Italy BIS effective rates for competitiveness, with the full validated OECD local macro pack."
ita_unemployment_rate_oecd_sdmx,ita_unemployment_rate,growth_now,oecd_sdmx,DSD_LFS@DF_IALFS_UNE_M,ITA.UNE_LF_M.PT_LF_SUB._Z.Y._T.Y_GE15._Z.M,ITA,monthly,sa,percent,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.TPS""}","Tier 1 labor confirmation uses OECD unemployment only for full-pack countries. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Italy BIS effective rates for competitiveness, with the full validated OECD local macro pack."
ita_real_gdp_growth_oecd_sdmx,ita_real_gdp_growth,growth_now,oecd_sdmx,DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD,Q.Y.ITA.S1.S1.B1GQ._Z._Z._Z.PC.L.G1.T0102,ITA,quarterly,sa,percent,retrieval_snapshot,quarterly,2000-01-01,120,1,1,1,"{""agency_id"":""OECD.SDD.NAD""}","Tier 1 context block uses validated OECD real GDP growth where available. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Italy BIS effective rates for competitiveness, with the full validated OECD local macro pack."
ita_fx_usd_fred_alfred,ita_fx_usd,external_shock,fred_alfred,fred,DEXUSEU,ITA,daily,nsa,u.s. dollars per euro,none,daily,2000-01-01,30,1,1,1,{},"Tier 1 external-shock block uses a FRED H.10 spot FX proxy versus USD. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Italy BIS effective rates for competitiveness, with the full validated OECD local macro pack."
ita_neer_fred_alfred,ita_neer,external_shock,fred_alfred,fred,NBITBIS,ITA,monthly,nsa,index 2020=100,none,monthly,2000-01-01,60,1,1,1,{},"Tier 1 external-shock block uses a BIS nominal effective exchange-rate series carried in FRED. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Italy BIS effective rates for competitiveness, with the full validated OECD local macro pack."
ita_reer_fred_alfred,ita_reer,external_shock,fred_alfred,fred,RBITBIS,ITA,monthly,nsa,index 2020=100,none,monthly,2000-01-01,60,1,1,1,{},"Tier 1 external-shock block uses a BIS real effective exchange-rate series carried in FRED. Country notes: Tier 1 full-pack country. Use the euro spot rate for the USD leg and Italy BIS effective rates for competitiveness, with the full validated OECD local macro pack."
kor_cli_oecd_sdmx,kor_cli,growth_lead,oecd_sdmx,DSD_STES@DF_CLI,KOR.M.LI.IX._Z.AA.IX._Z.H,KOR,monthly,amplitude_adjusted,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 local leading indicator via validated OECD CLI key. Country notes: Tier 1 full-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED, with the full validated OECD local macro pack."
kor_bci_oecd_sdmx,kor_bci,growth_lead,oecd_sdmx,DSD_STES@DF_CLI,KOR.M.BCICP.IX._Z.AA.IX._Z.H,KOR,monthly,amplitude_adjusted,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 business-confidence indicator via validated OECD CLI-family key. Country notes: Tier 1 full-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED, with the full validated OECD local macro pack."
kor_cci_oecd_sdmx,kor_cci,growth_lead,oecd_sdmx,DSD_STES@DF_CLI,KOR.M.CCICP.IX._Z.AA.IX._Z.H,KOR,monthly,amplitude_adjusted,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 consumer-confidence indicator via validated OECD CLI-family key. Country notes: Tier 1 full-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED, with the full validated OECD local macro pack."
kor_headline_cpi_oecd_sdmx,kor_headline_cpi,inflation_now,oecd_sdmx,DSD_PRICES@DF_PRICES_ALL,KOR.M.N.CPI.IX._T.N._Z,KOR,monthly,nsa,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.TPS""}","Tier 1 inflation block uses headline CPI where validated in OECD. Country notes: Tier 1 full-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED, with the full validated OECD local macro pack."
kor_core_cpi_ex_food_energy_oecd_sdmx,kor_core_cpi_ex_food_energy,inflation_now,oecd_sdmx,DSD_PRICES@DF_PRICES_N_TXCP01_NRG,KOR.M.N.CPI.PA._TXCP01_NRG.N.GY,KOR,monthly,nsa,percent,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.TPS""}","Tier 1 uses exact OECD core CPI only for full-pack countries where the validated definition exists. Country notes: Tier 1 full-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED, with the full validated OECD local macro pack."
kor_industrial_production_oecd_sdmx,kor_industrial_production,growth_now,oecd_sdmx,DSD_KEI@DF_KEI,KOR.M.PRVM.IX.BTE.Y._Z,KOR,monthly,sa,index,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 hard-activity block uses OECD industrial production where validated. Country notes: Tier 1 full-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED, with the full validated OECD local macro pack."
kor_short_term_rate_oecd_sdmx,kor_short_term_rate,growth_now,oecd_sdmx,DSD_STES@DF_FINMARK,KOR.M.IR3TIB.PA._Z._Z._Z._Z.N,KOR,monthly,nsa,percent,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 local-rates block uses validated OECD FINMARK short-rate keys. Country notes: Tier 1 full-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED, with the full validated OECD local macro pack."
kor_long_term_yield_oecd_sdmx,kor_long_term_yield,growth_now,oecd_sdmx,DSD_STES@DF_FINMARK,KOR.M.IRLT.PA._Z._Z._Z._Z.N,KOR,monthly,nsa,percent,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.STES""}","Tier 1 local-rates block uses validated OECD FINMARK long-yield keys. Country notes: Tier 1 full-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED, with the full validated OECD local macro pack."
kor_unemployment_rate_oecd_sdmx,kor_unemployment_rate,growth_now,oecd_sdmx,DSD_LFS@DF_IALFS_UNE_M,KOR.UNE_LF_M.PT_LF_SUB._Z.Y._T.Y_GE15._Z.M,KOR,monthly,sa,percent,retrieval_snapshot,monthly,2000-01-01,60,1,1,1,"{""agency_id"":""OECD.SDD.TPS""}","Tier 1 labor confirmation uses OECD unemployment only for full-pack countries. Country notes: Tier 1 full-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED, with the full validated OECD local macro pack."
kor_real_gdp_growth_oecd_sdmx,kor_real_gdp_growth,growth_now,oecd_sdmx,DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD,Q.Y.KOR.S1.S1.B1GQ._Z._Z._Z.PC.L.G1.T0102,KOR,quarterly,sa,percent,retrieval_snapshot,quarterly,2000-01-01,120,1,1,1,"{""agency_id"":""OECD.SDD.NAD""}","Tier 1 context block uses validated OECD real GDP growth where available. Country notes: Tier 1 full-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED, with the full validated OECD local macro pack."
kor_fx_usd_fred_alfred,kor_fx_usd,external_shock,fred_alfred,fred,DEXKOUS,KOR,daily,nsa,south korean won per u.s. dollar,none,daily,2000-01-01,30,1,1,1,{},"Tier 1 external-shock block uses a FRED H.10 spot FX proxy versus USD. Country notes: Tier 1 full-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED, with the full validated OECD local macro pack."
kor_neer_fred_alfred,kor_neer,external_shock,fred_alfred,fred,NBKRBIS,KOR,monthly,nsa,index 2020=100,none,monthly,2000-01-01,60,1,1,1,{},"Tier 1 external-shock block uses a BIS nominal effective exchange-rate series carried in FRED. Country notes: Tier 1 full-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED, with the full validated OECD local macro pack."
kor_reer_fred_alfred,kor_reer,external_shock,fred_alfred,fred,RBKRBIS,KOR,monthly,nsa,index 2020=100,none,monthly,2000-01-01,60,1,1,1,{},"Tier 1 external-shock block uses a BIS real effective exchange-rate series carried in FRED. Country notes: Tier 1 full-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED, with the full validated OECD local macro pack."
twn_fx_usd_fred_alfred,twn_fx_usd,external_shock,fred_alfred,fred,DEXTAUS,TWN,daily,nsa,new taiwan dollars per u.s. dollar,none,daily,2000-01-01,30,1,1,1,{},Tier 1 external-shock block uses a FRED H.10 spot FX proxy versus USD. Country notes: Tier 1 partial-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED; do not require a full OECD local macro pack in v1.
twn_neer_fred_alfred,twn_neer,external_shock,fred_alfred,fred,NBTWBIS,TWN,monthly,nsa,index 2020=100,none,monthly,2000-01-01,60,1,1,1,{},Tier 1 external-shock block uses a BIS nominal effective exchange-rate series carried in FRED. Country notes: Tier 1 partial-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED; do not require a full OECD local macro pack in v1.
twn_reer_fred_alfred,twn_reer,external_shock,fred_alfred,fred,RBTWBIS,TWN,monthly,nsa,index 2020=100,none,monthly,2000-01-01,60,1,1,1,{},Tier 1 external-shock block uses a BIS real effective exchange-rate series carried in FRED. Country notes: Tier 1 partial-pack country. Use FRED H.10 spot FX plus BIS NEER and REER from FRED; do not require a full OECD local macro pack in v1.
